planillaId,empleadoId,mes,anio,extraDiurna,extraNocturna,domDiurna,domNocturna,totalHoras
9ba3cdec-5ec7-4c40-a147-e29fed6b4a2e,17247637-af88-462e-b31c-04fb955fc643,6,2026,0,4,1,0,5
